LASP1	PRR20B
LASP1	PRR20A
LASP1	DOK6
LASP1	VGLL3
LASP1	KRTAP3-3
LASP1	KRTAP3-2
LASP1	KRTAP12-4
LASP1	ZBTB9
LASP1	PRR20D
LASP1	PRR20C
LASP1	PRR20E
LASP1	KRTAP19-3
LASP1	KRTAP4-2
LASP1	FBXO17
SNX11	ZMYND10
SNX11	RABAC1
SNX11	REEP6
SNX11	SMYD1
SNX11	NECAB1
SNX11	SMYD2
SNX11	MAJIN
SNX11	ARL6IP1
SNX11	YIF1A
SNX11	RPRM
TMEM176A	CERS4
TMEM176A	CD79A
TMEM176A	TMEM176B
TMEM176A	TIMMDC1
TMEM176A	MTIF3
TMEM176A	GOLM1
TMEM176A	RETREG3
TMEM176A	SCD5
TMEM176A	MFSD14B
TMEM176A	KCNK5
TMEM176A	SGPL1
TMEM176A	TMX2
M6PR	DUSP12
M6PR	KTN1
M6PR	SMCO4
M6PR	NINJ2
M6PR	GIMAP5
ICA1	CCDC28A
ICA1	MBD3
ICA1	RAB2A
ICA1	RAB2B
ICA1	ING5
CASP10	XIAP
CFLAR	TRAF1
RBM5	MEOX1
RBM5	MLYCD
RBM5	MEOX2
MTMR7	MTMR9
MTMR7	CCNH
ARF5	ACY3
ARF5	DTX3
POLDIP2	ALAS1
POLDIP2	DNAAF6
POLDIP2	CHCHD2
POLDIP2	MTUS2
POLDIP2	AGTRAP
PLXND1	HOXB5
FKBP4	GLMN
KDM1A	HOMER3
KDM1A	LZTS1
KDM1A	TRAF4
KDM1A	KRT31
KDM1A	CARD10
KDM1A	TFIP11
KDM1A	CEP76
KDM1A	NECAB2
KDM1A	TTC23
KDM1A	KLC3
KDM1A	TLE5
KDM1A	PBX4
KDM1A	BIRC2
KDM1A	NFE2L2
KDM1A	RCOR3
KDM1A	TNNT2
KDM1A	WASHC3
KDM1A	COIL
KDM1A	PFDN5
KDM1A	NMI
KDM1A	KRT33B
KDM1A	MYC
KDM1A	TRIM54
KDM1A	VPS37B
KDM1A	CCDC33
KDM1A	KIFC3
KDM1A	GAS8
KDM1A	RPRD1A
KDM1A	TP53BP2
KDM1A	NRBF2
KDM1A	TEX9
KDM1A	RASSF3
KDM1A	UBASH3B
KDM1A	GOLGA6A
KDM1A	ANKRD23
KDM1A	SPICE1
KDM1A	CAGE1
KDM1A	FAM204A
KDM1A	PSMC3
KDM1A	CEP57
KDM1A	ZBTB39
KDM1A	GOLGA2
KDM1A	TMEM266
KDM1A	FAM161A
KDM1A	KRT15
KDM1A	KRT38
KDM1A	CCDC14
KDM1A	GCC1
KDM1A	EXOC7
KDM1A	KRT39
KDM1A	KRT35
KDM1A	TRIM39
KDM1A	KRT40
KDM1A	ZBED1
KDM1A	JRK
KDM1A	NBPF26
RBM6	MAPRE2
RBM6	EEF1G
ARHGAP33	CYSRT1
NDUFAB1	LNX1
NDUFAB1	FNDC3B
NDUFAB1	VAC14
NDUFAB1	OIP5
NDUFAB1	KCTD9
NDUFAB1	BBC3
NDUFAB1	EIF3B
NDUFAB1	NRF1
NDUFAB1	SLIRP
NDUFAB1	ZNF410
NDUFAB1	TOX2
NDUFAB1	THAP1
NDUFAB1	LMO2
NDUFAB1	MORN3
NDUFAB1	FEM1A
NDUFAB1	NTAQ1
NDUFAB1	ZNF19
NDUFAB1	CCDC24
NDUFAB1	PPP1R16A
NDUFAB1	TLX3
NDUFAB1	PSMC3
NDUFAB1	POP5
NDUFAB1	HINFP
NDUFAB1	FHL3
NDUFAB1	BEX5
NDUFAB1	ZNF829
NDUFAB1	NOXA1
NDUFAB1	MBLAC1
NDUFAB1	CNTF
NDUFAB1	ACTN3
PDK4	PLEKHF2
ZMYND10	TBX5
ZMYND10	IFT43
ZMYND10	NUTM2F
ZMYND10	MTUS2
ZMYND10	EIF3M
ZMYND10	TSC22D4
ZMYND10	NUTM1
ZMYND10	RBM11
ZMYND10	TCF4
ZMYND10	CYSRT1
ZMYND10	WBP1
CDC27	COMT
SLC4A1	CFHR5
SLC4A1	TMEM60
SLC4A1	ADAM33
SLC4A1	BMP10
HCCS	SNX1
HCCS	CIDEB
HCCS	SENP2
DVL2	ZNF263
DVL2	WAS
DVL2	U2AF2
DVL2	AP1M1
DVL2	UIMC1
DVL2	POLI
DVL2	MAGOHB
DVL2	USP5
DVL2	EIF1B
DVL2	PRPF3
DVL2	ARR3
DVL2	SORBS3
DVL2	ENKD1
DVL2	TRAF2
DVL2	UBAC1
DVL2	RHOXF2
DVL2	THAP1
DVL2	PRKAA1
DVL2	ARHGEF39
DVL2	BAHD1
DVL2	CCDC33
DVL2	TIFA
DVL2	CPSF7
DVL2	BAG3
DVL2	OTULIN
DVL2	RBPMS
DVL2	SNF8
DVL2	ZBTB8A
DVL2	RUSC1
DVL2	AP2M1
DVL2	DPPA2
DVL2	SNIP1
DVL2	PCBD1
DVL2	DDI1
DVL2	YES1
DVL2	MCRS1
DVL2	ZNF250
DVL2	ZGPAT
DVL2	ZNF165
DVL2	ZBTB48
DVL2	RNPS1
DVL2	ELOA2
DVL2	CSNK1E
DVL2	NOL12
DVL2	TPTEP2-CSNK1E
POLR2J	TRAF4
POLR2J	OIP5
POLR2J	MYOG
POLR2J	SDCBP
POLR2J	NTAQ1
POLR2J	VPS37C
POLR2J	POLR1C
POLR2J	SNAPC5
POLR2J	CCDC153
MEOX1	ALOX5
MEOX1	HMGB3
MEOX1	RANBP3
MEOX1	HOXC8
MEOX1	MAPK9
MEOX1	HOMER3
MEOX1	MEF2A
MEOX1	MBD3
MEOX1	DCX
MEOX1	MID2
MEOX1	TXLNA
MEOX1	RBM41
MEOX1	GEMIN2
MEOX1	CDC34
MEOX1	PPM1F
MEOX1	L3MBTL2
MEOX1	CSNK2A1
MEOX1	MID1
MEOX1	EMD
MEOX1	SYT17
MEOX1	GYS1
MEOX1	PDE4C
MEOX1	UBE2R2
MEOX1	MLX
MEOX1	DUSP3
MEOX1	BYSL
MEOX1	PLCD4
MEOX1	C1orf109
MEOX1	ZNF410
MEOX1	POLR3GL
MEOX1	NAGK
MEOX1	TRIP10
MEOX1	PIN1
MEOX1	SEC14L4
MEOX1	SPAG8
MEOX1	SDCBP
MEOX1	PARVG
MEOX1	PELI2
MEOX1	BNIP2
MEOX1	UNC45A
MEOX1	TXNL4B
MEOX1	OSGIN1
MEOX1	EIF4A3
MEOX1	CIB3
MEOX1	CIAO1
MEOX1	TRIM41
MEOX1	PM20D2
MEOX1	HMBOX1
MEOX1	CCDC102B
MEOX1	CWF19L2
MEOX1	NEIL2
MEOX1	ZCCHC10
MEOX1	HYCC2
MEOX1	C2CD6
MEOX1	APPL1
MEOX1	CNOT11
MEOX1	UBXN7
MEOX1	C1orf50
MEOX1	SPIC
MEOX1	CCDC103
MEOX1	TRAPPC2L
MEOX1	CACNB3
MEOX1	ACOT12
MEOX1	BANP
MEOX1	CKS1B
MEOX1	PCP2
MEOX1	TCP11L1
MEOX1	ANAPC2
MEOX1	TCEANC
MEOX1	TRIML2
MEOX1	MKRN3
MEOX1	GCC1
MEOX1	C14orf119
MEOX1	ACBD4
MEOX1	PRKAG1
MEOX1	INPP5J
MEOX1	TEX33
MEOX1	MORF4L1
MEOX1	MCRS1
MEOX1	EIF4EBP1
MEOX1	NDOR1
MEOX1	KANK2
MEOX1	QRICH1
MEOX1	ATG9A
MEOX1	PAGE3
MEOX1	GPANK1
MEOX1	FAM187A
MEOX1	UBXN2B
MEOX1	KCTD7
THSD7A	ELOVL5
THSD7A	AQP6
THSD7A	COMT
THSD7A	CD33
THSD7A	LYVE1
THSD7A	GOLM1
THSD7A	VMA21
THSD7A	SCN3B
THSD7A	TMUB2
THSD7A	ARL13B
THSD7A	HSD17B13
THSD7A	LHFPL1
CIAPIN1	MEOX2
CIAPIN1	GLRX3
CIAPIN1	CACNB3
CIAPIN1	NDOR1
ATOSB	AKAP8L
ATOSB	ZRANB1
ATOSB	TBC1D23
ATOSB	PRDM6
ATOSB	EYA2
ATOSB	ZMYND12
ATOSB	PTPN21
ATOSB	VPS9D1
ATOSB	TRAF4
ATOSB	MID2
ATOSB	PICK1
ATOSB	KPNA3
ATOSB	DNAJA3
ATOSB	TLE5
ATOSB	LZTS2
ATOSB	FHL5
ATOSB	MDFI
ATOSB	KIF20A
ATOSB	CEP70
ATOSB	FHL2
ATOSB	SORBS3
ATOSB	PFDN5
ATOSB	NCOA5
ATOSB	TRAF2
ATOSB	KRT34
ATOSB	LMO2
ATOSB	CALCOCO2
ATOSB	ABI2
ATOSB	SLAIN1
ATOSB	CCDC33
ATOSB	MYO1F
ATOSB	HSPB8
ATOSB	BAG4
ATOSB	HSF2BP
ATOSB	DIP2A
ATOSB	SFMBT1
ATOSB	MYOZ3
ATOSB	C7orf57
ATOSB	ZNF219
ATOSB	C11orf65
ATOSB	GOLGA2
ATOSB	TEPSIN
ATOSB	MYO5B
ATOSB	CCDC85B
ATOSB	MKRN3
ATOSB	ZNF572
ATOSB	CCDC125
ATOSB	EFHC2
ATOSB	RBM11
ATOSB	IKZF1
ATOSB	WWOX
ATOSB	KRTAP19-6
ATOSB	KRTAP6-2
ATOSB	KRTAP19-5
ATOSB	KPNA5
ATOSB	PDLIM7
ATOSB	CYSRT1
ATOSB	ZNF655
ATOSB	WWP2
ATOSB	GPRASP3
ATOSB	TRIM27
ATOSB	KRTAP6-3
PRKAR2B	PRKACA
PRKAR2B	AKAP10
PRKAR2B	AKAP7
PRKAR2B	TAF12
PRKAR2B	ECM1
PRKAR2B	KIF5B
PRKAR2B	AKAP5
PRKAR2B	AKAP14
PRKAR2B	C2orf88
GCFC2	TFIP11
WDR54	NUDT22
KMT2E	ATP13A1
RHBDD2	IL32
RHBDD2	LETMD1
RHBDD2	MAOB
RHBDD2	SLC25A3
RHBDD2	FMO4
RHBDD2	NAALAD2
RHBDD2	COMT
RHBDD2	SNPH
RHBDD2	NDRG4
RHBDD2	FKBP8
RHBDD2	MLX
RHBDD2	UBE3A
RHBDD2	SLC25A2
RHBDD2	ROMO1
RHBDD2	TIMM17B
RHBDD2	BCL2L2
RHBDD2	MRPL35
RHBDD2	RSAD2
RHBDD2	USP30
RHBDD2	CIDEB
RHBDD2	NRM
RHBDD2	MYG1
RHBDD2	SYT16
RHBDD2	GCSH
RHBDD2	MPC2
RHBDD2	COL8A1
RHBDD2	MTERF3
RHBDD2	SCGB3A1
RHBDD2	IFI27L1
RHBDD2	CIAO2A
RHBDD2	PBX3
RHBDD2	ACSF2
RHBDD2	TSR1
RHBDD2	NFU1
RHBDD2	BCL2L1
RHBDD2	MMRN2
RHBDD2	MICOS13
RHBDD2	GAL3ST3
RHBDD2	MIEF2
RHBDD2	TEX44
RHBDD2	THBD
RHBDD2	TUFM
RHBDD2	DIABLO
RHBDD2	TPRG1
RHBDD2	MFSD14CP
RHBDD2	DYNC1H1
RHBDD2	GDF5-AS1
RHBDD2	SDHD
RHBDD2	ABHD16A
RHBDD2	NCBP2AS2
RHBDD2	H4C7
RHBDD2	H2BC3
RHBDD2	ACACA
RHBDD2	MRM1
FBXL3	PICK1
FBXL3	CEP57
FBXL3	MSRA
GDE1	SLC10A1
REX1BD	MDFI
REX1BD	GPRASP2
REX1BD	CTAG1B
REX1BD	MAGEA11
REX1BD	MAGEA6
REX1BD	CTAG1A
TMEM98	ATP1B3
TMEM98	SGTA
TMEM98	GOLM1
TMEM98	STOM
TMEM98	SUSD3
TMEM98	GJB1
TMEM98	MUC1
MAP3K14	TRAF2
MAP3K14	TRAF3
AP2B1	AFF4
AP2B1	AP1M1
AP2B1	MLH1
AP2B1	RAPGEF3
AP2B1	TXN2
AP2B1	DHX58
AP2B1	MEA1
AP2B1	RIBC2
AP2B1	AP1M2
AP2B1	THAP1
AP2B1	ATP6V1G1
AP2B1	ARRB1
AP2B1	TUBGCP4
AP2B1	NUP54
AP2B1	TEX12
AP2B1	LONRF1
AP2B1	C2CD6
AP2B1	NECAP2
AP2B1	FMNL2
AP2B1	LDLRAP1
AP2B1	U2AF1
AP2B1	AP2M1
AP2B1	TERF2IP
AP2B1	COL3A1
AP2B1	SLC25A6
AP2B1	KPNA2
AP2B1	TENT5C
AP2B1	KIAA0408
AP2B1	POM121
AP2B1	KANK2
AP2B1	NEU4
AP2B1	GPANK1
AP2B1	PSORS1C2
AP2B1	CCDC187
AP2B1	GTF2I
ZNF263	LNX1
ZNF263	ZNF446
ZNF263	GPATCH2L
ZNF263	SPG21
ZNF263	SUFU
ZNF263	PPL
ZNF263	NME7
ZNF263	TRIM41
ZNF263	SCAND1
ZNF263	EFEMP2
ZNF263	PLEKHF2
ZNF263	JAKMIP2
ZNF263	CLK2
ZNF263	CLK3
ZNF263	ZSCAN22
ZNF263	ZNF165
ZNF263	TCAF1
TNFRSF12A	SLC30A2
TNFRSF12A	KRTAP3-3
BAIAP2L1	LANCL1
BAIAP2L1	BAG3
BAIAP2L1	BAIAP2
BAIAP2L1	CYSRT1
ALDH3B1	MID2
ALDH3B1	KRT31
ALDH3B1	KRT34
ALDH3B1	KRTAP10-8
ALDH3B1	KRTAP1-1
ALDH3B1	CYSRT1
ALDH3B1	KRT40
ALDH3B1	KRTAP12-3
ALDH3B1	KRTAP3-3
ALDH3B1	KRTAP10-9
ALDH3B1	KRTAP1-3
ALDH3B1	KRTAP10-5
ALDH3B1	KRTAP4-2
ALDH3B1	KRTAP5-9
ALDH3B1	NOTCH2NLA
ALDH3B1	NBPF19
ALDH3B1	KRTAP10-7
CCL26	PAX6
CCL26	C3orf52
USH1C	CTNNAL1
USH1C	PCDHB12
USH1C	ENKD1
USH1C	RAC1
USH1C	MIPOL1
USH1C	PRKAA2
USH1C	ANKS4B
DBF4	CDC7
TBXA2R	NOX1
TBXA2R	VRK2
TBXA2R	ZDHHC15
TBXA2R	SLC41A1
TBXA2R	EMP1
TBXA2R	ADIPOR1
TBXA2R	GJB2
TBXA2R	TM4SF4
TBXA2R	ARL6IP6
TBXA2R	C5orf46
TBXA2R	MFSD5
TBXA2R	MS4A13
TBXA2R	SLC35B4
LGALS14	VIM
LGALS14	TBC1D25
LGALS14	LNX1
LGALS14	SPAG5
LGALS14	MID2
LGALS14	PICK1
LGALS14	AGR2
LGALS14	STN1
LGALS14	TRIM23
LGALS14	TNR
LGALS14	BLZF1
LGALS14	POF1B
LGALS14	SDCBP2
LGALS14	AJUBA
LGALS14	FCHO1
LGALS14	GFAP
LGALS14	PCBD2
LGALS14	ADAMTSL4
LGALS14	DDIT4L
LGALS14	C1QTNF2
LGALS14	SH3GLB2
LGALS14	PPM1J
LGALS14	FLACC1
LGALS14	ZBTB8A
LGALS14	IKZF3
LGALS14	REL
LGALS14	TEPSIN
LGALS14	NFKBID
LGALS14	TEKT1
LGALS14	KRT19
LGALS14	IL16
LGALS14	BANP
LGALS14	STAT5B
LGALS14	CRLF3
LGALS14	RIMBP3C
LGALS14	ZNF438
LGALS14	TARS3
LGALS14	TCF4
LGALS14	FLNA
LGALS14	KRT35
LGALS14	ZNF655
LGALS14	ZNF71
LGALS14	TRIM27
LGALS14	DOK6
LGALS14	JRK
LGALS14	MEI4
GTF2IRD1	GORASP2
GTF2IRD1	MRFAP1L1
PAF1	FXR2
PAF1	LEO1
ARHGAP44	TRIP10
ADIPOR2	TMBIM6
CDKL3	ZRANB1
CDKL3	RABEP1
CDKL3	DNAAF6
CDKL3	PICK1
CDKL3	ATG4A
CDKL3	LZTS2
CDKL3	TRIM37
CDKL3	LRP2BP
CDKL3	MDFI
CDKL3	FXR1
CDKL3	FXR2
CDKL3	MTUS2
CDKL3	PIH1D2
CDKL3	ZBTB8A
CDKL3	KASH5
CDKL3	DISC1
CDKL3	GOLGA2
CDKL3	ZBTB43
CDKL3	MCC
CDKL3	IKZF1
CDKL3	CYSRT1
CDKL3	KANK2
CDKL3	ZBTB14
CDKL3	TRIM27
CDKL3	KRTAP10-9
UPP2	LNX1
UPP2	MRPL28
UPP2	MEOX2
UPP2	SIAH1
MARK4	KRT31
MARK4	MED20
MARK4	KHDRBS3
MARK4	MTUS2
MARK4	HNRNPK
MARK4	KRT40
MARK4	NOTCH2NLA
MARK4	NBPF19
BLTP2	REL
SLC13A2	GJA8
SLC13A2	CREB3L1
GAS7	CDC37
GAS7	LSM4
GAS7	NTAQ1
GAS7	YIF1A
GAS7	MCRS1
GAS7	NCKIPSD
TRAPPC6A	PAX6
TRAPPC6A	TRAPPC3
TRAPPC6A	EYA2
TRAPPC6A	YPEL3
TRAPPC6A	EFS
TRAPPC6A	TTC23
TRAPPC6A	TRIM35
TRAPPC6A	HOXA1
TRAPPC6A	TAX1BP1
TRAPPC6A	FOXN1
TRAPPC6A	CRYAB
TRAPPC6A	GORASP2
TRAPPC6A	LHX4
TRAPPC6A	ZMIZ2
TRAPPC6A	PFDN5
TRAPPC6A	SMUG1
TRAPPC6A	GGA3
TRAPPC6A	RAB3IP
TRAPPC6A	KANK4
TRAPPC6A	UBAP2
TRAPPC6A	CTDSP1
TRAPPC6A	HSPB8
TRAPPC6A	SCOC
TRAPPC6A	BAG4
TRAPPC6A	GOLGA6A
TRAPPC6A	RUSC1
TRAPPC6A	IKZF3
TRAPPC6A	REL
TRAPPC6A	MYOZ3
TRAPPC6A	TEPSIN
TRAPPC6A	TRAPPC2L
TRAPPC6A	SERTAD3
TRAPPC6A	CAVIN2
TRAPPC6A	CD2BP2
TRAPPC6A	SF3B5
TRAPPC6A	ZNRD2
TRAPPC6A	GINS3
TRAPPC6A	KRTAP13-2
TRAPPC6A	ZFP90
TRAPPC6A	INCA1
TRAPPC6A	PRR22
TRAPPC6A	FSBP
MATK	EWSR1
CD79B	SGTA
CD79B	SGTB
PAX6	NCDN
PAX6	HMGB3
PAX6	RANBP3
PAX6	HOXC8
PAX6	HOMER3
PAX6	NFYC
PAX6	AP1M1
PAX6	UBE2K
PAX6	THOC1
PAX6	LXN
PAX6	GRHL2
PAX6	SPG21
PAX6	HNRNPC
PAX6	GEMIN2
PAX6	DHPS
PAX6	EFHC1
PAX6	MISP
PAX6	PICK1
PAX6	CINP
PAX6	CSNK2A1
PAX6	MAPRE1
PAX6	SIGLEC6
PAX6	PDE4C
PAX6	HOXA1
PAX6	CCDC6
PAX6	SRSF11
PAX6	C1orf109
PAX6	SET
PAX6	ZNF410
PAX6	WASHC3
PAX6	POLR3GL
PAX6	GCM2
PAX6	TRIP10
PAX6	PIN1
PAX6	USHBP1
PAX6	PPIL4
PAX6	SEC14L4
PAX6	MORN3
PAX6	MFAP1
PAX6	CIB3
PAX6	SAE1
PAX6	ATP6V1C2
PAX6	LNPK
PAX6	EAF1
PAX6	STAC
PAX6	FAM50B
PAX6	TLK2
PAX6	HMBOX1
PAX6	ATP6V0D2
PAX6	NGLY1
PAX6	MIPOL1
PAX6	LONRF1
PAX6	C2CD6
PAX6	RNF111
PAX6	LARP4
PAX6	LYSMD1
PAX6	CGGBP1
PAX6	UBXN7
PAX6	CCDC103
PAX6	NFKBID
PAX6	CHAF1A
PAX6	ACOT12
PAX6	BANP
PAX6	CKS1B
PAX6	EIF1AD
PAX6	TCP11L1
PAX6	ARIH2
PAX6	VCX2
PAX6	HOXC9
PAX6	PRKAG1
PAX6	CTNNA3
PAX6	UBE2F
PAX6	HGS
PAX6	CXorf38
PAX6	POLR3C
PAX6	KRTAP9-8
PAX6	BCL2L15
PAX6	ZNF124
PAX6	ESRRG
PAX6	KANK2
PAX6	QRICH1
PAX6	TLK1
PAX6	GPANK1
PAX6	PSORS1C2
PAX6	SPDYC
PAX6	MRPL53
PAX6	KRTAP9-3
PAX6	FAM187A
PAX6	ZBED1
PAX6	UBXN2B
PAX6	SLC12A8
PAX6	KCTD7
PAX6	CDK3
PAX6	GAS2L2
RHBDF1	LHX3
LUC7L	SRSF7
LUC7L	SRSF6
TEAD3	WWTR1
TEAD3	VGLL1
TEAD3	VGLL4
TEAD3	VGLL2
TEAD3	CTBP2
TEAD3	VGLL3
DNAJC11	LXN
DNAJC11	PM20D2
DNAJC11	VPS52
FMO3	SGSM3
FMO3	CLEC10A
FMO3	SACM1L
MYLIP	EXOSC5
MYLIP	GMCL1
MYLIP	HOOK2
MYLIP	ZBTB16
MYLIP	INO80B
MYLIP	KANK4
MYLIP	SDCBP
MYLIP	LNX2
MYLIP	ADAMTSL4
MYLIP	DDIT4L
MYLIP	MIPOL1
MYLIP	SCNM1
MYLIP	TSC1
MYLIP	TSC22D4
MYLIP	ZNF417
MYLIP	NR1D2
MYLIP	TCEANC
MYLIP	ZBTB18
MYLIP	ZBTB42
MYLIP	ZNF438
MYLIP	EFHC2
MYLIP	NOXA1
MYLIP	FAM217B
MYLIP	ARID5A
MYLIP	PAX9
MYLIP	NHLRC4
MYLIP	RASSF5
PSMB1	ZBTB32
PSMB1	RWDD2A
PSMB1	FAM136A
PSMB1	TRAF1
PSMB1	GPBP1
PSMB1	GRIPAP1
PSMB1	TOLLIP
PSMB1	CDC14B
PSMB1	MAPRE3
PSMB1	GEMIN2
PSMB1	KRT31
PSMB1	SMARCB1
PSMB1	CYTH4
PSMB1	BIRC7
PSMB1	CCM2L
PSMB1	RPRD1B
PSMB1	NME4
PSMB1	OIP5
PSMB1	STMN2
PSMB1	PYCR3
PSMB1	LIN7B
PSMB1	TLE5
PSMB1	LENG1
PSMB1	TFPT
PSMB1	HOXA1
PSMB1	AGR2
PSMB1	LHX3
PSMB1	RNF8
PSMB1	TRIM23
PSMB1	TTC33
PSMB1	CLPP
PSMB1	KRT36
PSMB1	TRAF2
PSMB1	PSMA1
PSMB1	KRT34
PSMB1	KHDC4
PSMB1	MTUS2
PSMB1	COG6
PSMB1	KATNBL1
PSMB1	XPA
PSMB1	HMG20A
PSMB1	KIFC3
PSMB1	SH3GL1
PSMB1	FAM50B
PSMB1	CAMK2G
PSMB1	VAX1
PSMB1	JAKMIP1
PSMB1	IMPACT
PSMB1	UBASH3B
PSMB1	PSMB4
PSMB1	MRNIP
PSMB1	RYBP
PSMB1	LZTFL1
PSMB1	BEND7
PSMB1	LMO1
PSMB1	SMAD3
PSMB1	SCARA5
PSMB1	MLKL
PSMB1	LDB2
PSMB1	AHSP
PSMB1	DDI1
PSMB1	KRT15
PSMB1	KRT13
PSMB1	ARNT2
